FLPDYR,RECID,aftertax_income,c00100,c04800,eitc
2019,10012,20438.63,15012.00,2743.20,6575.05
2019,10013,14354.08,15012.00,0.00,490.50
2019,10014,17402.11,15012.00,0.00,3538.53
2019,10015,19707.62,15012.00,0.00,5844.04
2019,10016,20438.63,15012.00,0.00,6575.05
2019,10017,13644.47,15024.00,2755.20,45.33
2019,10018,17413.19,15024.00,2755.20,3538.53
2019,10019,19718.70,15024.00,2755.20,5844.04
2019,10020,20449.71,15024.00,2755.20,6575.05
2019,10021,14364.24,15024.00,0.00,489.58
2019,10022,17413.19,15024.00,0.00,3538.53
2019,10023,19718.70,15024.00,0.00,5844.04
2019,10024,20449.71,15024.00,0.00,6575.05
2019,10025,13653.44,15036.00,2767.20,44.41
2019,10026,17424.28,15036.00,2767.20,3538.53
2019,10027,19729.79,15036.00,2767.20,5844.04
2019,10028,20460.80,15036.00,2767.20,6575.05
2019,10029,14374.41,15036.00,0.00,488.66
2019,10030,17424.28,15036.00,0.00,3538.53
2019,10031,19729.79,15036.00,0.00,5844.04
2019,10032,20460.80,15036.00,0.00,6575.05
2019,10033,13662.40,15048.00,2779.20,43.49
2019,10034,17435.36,15048.00,2779.20,3538.53
2019,10035,19740.87,15048.00,2779.20,5844.04
2019,10036,20471.88,15048.00,2779.20,6575.05
2019,10037,14384.57,15048.00,0.00,487.74
2019,10038,17435.36,15048.00,0.00,3538.53
2019,10039,19740.87,15048.00,0.00,5844.04
2019,10040,20471.88,15048.00,0.00,6575.05
2019,10041,13671.36,15060.00,2791.20,42.57
2019,10042,17446.44,15060.00,2791.20,3538.53
2019,10043,19751.95,15060.00,2791.20,5844.04
2019,10044,20482.96,15060.00,2791.20,6575.05
2019,10045,14394.74,15060.00,0.00,486.83
2019,10046,17446.44,15060.00,0.00,3538.53
2019,10047,19751.95,15060.00,0.00,5844.04
2019,10048,20482.96,15060.00,0.00,6575.05
2019,10049,13680.33,15072.00,2803.20,41.66
2019,10050,17457.52,15072.00,2803.20,3538.53
2019,10051,19763.03,15072.00,2803.20,5844.04
2019,10052,20494.04,15072.00,2803.20,6575.05
2019,10053,14404.90,15072.00,0.00,485.91
2019,10054,17457.52,15072.00,0.00,3538.53
2019,10055,19763.03,15072.00,0.00,5844.04
2019,10056,20494.04,15072.00,0.00,6575.05
2019,10057,13689.29,15084.00,2815.20,40.74
2019,10058,17468.60,15084.00,2815.20,3538.53
2019,10059,19774.11,15084.00,2815.20,5844.04
2019,10060,20505.12,15084.00,2815.20,6575.05
2019,10061,14415.06,15084.00,0.00,484.99
2019,10062,17468.60,15084.00,0.00,3538.53
2019,10063,19774.11,15084.00,0.00,5844.04
2019,10064,20505.12,15084.00,0.00,6575.05
2019,10065,13698.26,15096.00,2827.20,39.82
2019,10066,17479.69,15096.00,2827.20,3538.53
2019,10067,19785.20,15096.00,2827.20,5844.04
2019,10068,20516.21,15096.00,2827.20,6575.05
2019,10069,14425.23,15096.00,0.00,484.07
2019,10070,17479.69,15096.00,0.00,3538.53
2019,10071,19785.20,15096.00,0.00,5844.04
2019,10072,20516.21,15096.00,0.00,6575.05
2019,10073,13707.22,15108.00,2839.20,38.90
2019,10074,17490.77,15108.00,2839.20,3538.53
2019,10075,19796.28,15108.00,2839.20,5844.04
2019,10076,20527.29,15108.00,2839.20,6575.05
2019,10077,14435.39,15108.00,0.00,483.15
2019,10078,17490.77,15108.00,0.00,3538.53
2019,10079,19796.28,15108.00,0.00,5844.04
2019,10080,20527.29,15108.00,0.00,6575.05
2019,10081,13716.18,15120.00,2851.20,37.98
2019,10082,17501.85,15120.00,2851.20,3538.53
2019,10083,19807.36,15120.00,2851.20,5844.04
2019,10084,20538.37,15120.00,2851.20,6575.05
2019,10085,14445.56,15120.00,0.00,482.24
2019,10086,17501.85,15120.00,0.00,3538.53
2019,10087,19807.36,15120.00,0.00,5844.04
2019,10088,20538.37,15120.00,0.00,6575.05
2019,10089,13725.15,15132.00,2863.20,37.07
2019,10090,17512.93,15132.00,2863.20,3538.53
2019,10091,19818.44,15132.00,2863.20,5844.04
2019,10092,20549.45,15132.00,2863.20,6575.05
2019,10093,14455.72,15132.00,0.00,481.32
2019,10094,17512.93,15132.00,0.00,3538.53
2019,10095,19818.44,15132.00,0.00,5844.04
2019,10096,20549.45,15132.00,0.00,6575.05
2019,10097,13734.11,15144.00,2875.20,36.15
2019,10098,17524.01,15144.00,2875.20,3538.53
2019,10099,19829.52,15144.00,2875.20,5844.04
2019,10100,20560.53,15144.00,2875.20,6575.05
2019,10101,14465.88,15144.00,0.00,480.40
2019,10102,17524.01,15144.00,0.00,3538.53
2019,10103,19829.52,15144.00,0.00,5844.04
2019,10104,20560.53,15144.00,0.00,6575.05
2019,10105,13743.08,15156.00,2887.20,35.23
2019,10106,17535.10,15156.00,2887.20,3538.53
2019,10107,19840.61,15156.00,2887.20,5844.04
2019,10108,20571.62,15156.00,2887.20,6575.05
2019,10109,14476.05,15156.00,0.00,479.48
2019,10110,17535.10,15156.00,0.00,3538.53
2019,10111,19840.61,15156.00,0.00,5844.04
2019,10112,20571.62,15156.00,0.00,6575.05
2019,10113,13752.04,15168.00,2899.20,34.31
2019,10114,17546.18,15168.00,2899.20,3538.53
2019,10115,19851.69,15168.00,2899.20,5844.04
2019,10116,20582.70,15168.00,2899.20,6575.05
2019,10117,14486.21,15168.00,0.00,478.56
2019,10118,17546.18,15168.00,0.00,3538.53
2019,10119,19851.69,15168.00,0.00,5844.04
2019,10120,20582.70,15168.00,0.00,6575.05
2019,10121,13761.00,15180.00,2911.20,33.39
2019,10122,17557.26,15180.00,2911.20,3538.53
2019,10123,19862.77,15180.00,2911.20,5844.04
2019,10124,20593.78,15180.00,2911.20,6575.05
2019,10125,14496.38,15180.00,0.00,477.65
2019,10126,17557.26,15180.00,0.00,3538.53
2019,10127,19862.77,15180.00,0.00,5844.04
2019,10128,20593.78,15180.00,0.00,6575.05
2019,10129,13769.97,15192.00,2923.20,32.48
2019,10130,17568.34,15192.00,2923.20,3538.53
2019,10131,19873.85,15192.00,2923.20,5844.04
2019,10132,20604.86,15192.00,2923.20,6575.05
2019,10133,14506.54,15192.00,0.00,476.73
2019,10134,17568.34,15192.00,0.00,3538.53
2019,10135,19873.85,15192.00,0.00,5844.04
2019,10136,20604.86,15192.00,0.00,6575.05
2019,10137,13778.93,15204.00,2935.20,31.56
2019,10138,17579.42,15204.00,2935.20,3538.53
2019,10139,19884.93,15204.00,2935.20,5844.04
2019,10140,20615.94,15204.00,2935.20,6575.05
2019,10141,14516.70,15204.00,0.00,475.81
2019,10142,17579.42,15204.00,0.00,3538.53
2019,10143,19884.93,15204.00,0.00,5844.04
2019,10144,20615.94,15204.00,0.00,6575.05
2019,10145,13787.90,15216.00,2947.20,30.64
2019,10146,17590.51,15216.00,2947.20,3538.53
2019,10147,19896.02,15216.00,2947.20,5844.04
2019,10148,20627.03,15216.00,2947.20,6575.05
2019,10149,14526.87,15216.00,0.00,474.89
2019,10150,17590.51,15216.00,0.00,3538.53
2019,10151,19896.02,15216.00,0.00,5844.04
2019,10152,20627.03,15216.00,0.00,6575.05
2019,10153,13796.86,15228.00,2959.20,29.72
2019,10154,17601.59,15228.00,2959.20,3538.53
2019,10155,19907.10,15228.00,2959.20,5844.04
2019,10156,20638.11,15228.00,2959.20,6575.05
2019,10157,14537.03,15228.00,0.00,473.97
2019,10158,17601.59,15228.00,0.00,3538.53
2019,10159,19907.10,15228.00,0.00,5844.04
2019,10160,20638.11,15228.00,0.00,6575.05
2019,10161,13805.82,15240.00,2971.20,28.80
2019,10162,17612.67,15240.00,2971.20,3538.53
2019,10163,19918.18,15240.00,2971.20,5844.04
2019,10164,20649.19,15240.00,2971.20,6575.05
2019,10165,14547.20,15240.00,0.00,473.06
2019,10166,17612.67,15240.00,0.00,3538.53
2019,10167,19918.18,15240.00,0.00,5844.04
2019,10168,20649.19,15240.00,0.00,6575.05
2019,10169,13814.79,15252.00,2983.20,27.89
2019,10170,17623.75,15252.00,2983.20,3538.53
2019,10171,19929.26,15252.00,2983.20,5844.04
2019,10172,20660.27,15252.00,2983.20,6575.05
2019,10173,14557.36,15252.00,0.00,472.14
2019,10174,17623.75,15252.00,0.00,3538.53
2019,10175,19929.26,15252.00,0.00,5844.04
2019,10176,20660.27,15252.00,0.00,6575.05
2019,10177,13823.75,15264.00,2995.20,26.97
2019,10178,17634.83,15264.00,2995.20,3538.53
2019,10179,19940.34,15264.00,2995.20,5844.04
2019,10180,20671.35,15264.00,2995.20,6575.05
2019,10181,14567.52,15264.00,0.00,471.22
2019,10182,17634.83,15264.00,0.00,3538.53
2019,10183,19940.34,15264.00,0.00,5844.04
2019,10184,20671.35,15264.00,0.00,6575.05
2019,10185,13832.72,15276.00,3007.20,26.05
2019,10186,17645.92,15276.00,3007.20,3538.53
2019,10187,19951.43,15276.00,3007.20,5844.04
2019,10188,20682.44,15276.00,3007.20,6575.05
2019,10189,14577.69,15276.00,0.00,470.30
2019,10190,17645.92,15276.00,0.00,3538.53
2019,10191,19951.43,15276.00,0.00,5844.04
2019,10192,20682.44,15276.00,0.00,6575.05
2019,10193,13841.68,15288.00,3019.20,25.13
2019,10194,17657.00,15288.00,3019.20,3538.53
2019,10195,19962.51,15288.00,3019.20,5844.04
2019,10196,20693.52,15288.00,3019.20,6575.05
2019,10197,14587.85,15288.00,0.00,469.38
2019,10198,17657.00,15288.00,0.00,3538.53
2019,10199,19962.51,15288.00,0.00,5844.04
2019,10200,20693.52,15288.00,0.00,6575.05
2019,10201,13850.64,15300.00,3031.20,24.21
2019,10202,17668.08,15300.00,3031.20,3538.53
2019,10203,19973.59,15300.00,3031.20,5844.04
2019,10204,20704.60,15300.00,3031.20,6575.05
2019,10205,14598.02,15300.00,0.00,468.47
2019,10206,17668.08,15300.00,0.00,3538.53
2019,10207,19973.59,15300.00,0.00,5844.04
2019,10208,20704.60,15300.00,0.00,6575.05
2019,10209,13859.61,15312.00,3043.20,23.30
2019,10210,17679.16,15312.00,3043.20,3538.53
2019,10211,19984.67,15312.00,3043.20,5844.04
2019,10212,20715.68,15312.00,3043.20,6575.05
2019,10213,14608.18,15312.00,0.00,467.55
2019,10214,17679.16,15312.00,0.00,3538.53
2019,10215,19984.67,15312.00,0.00,5844.04
2019,10216,20715.68,15312.00,0.00,6575.05
2019,10217,13868.57,15324.00,3055.20,22.38
2019,10218,17690.24,15324.00,3055.20,3538.53
2019,10219,19995.75,15324.00,3055.20,5844.04
2019,10220,20726.76,15324.00,3055.20,6575.05
2019,10221,14618.34,15324.00,0.00,466.63
2019,10222,17690.24,15324.00,0.00,3538.53
2019,10223,19995.75,15324.00,0.00,5844.04
2019,10224,20726.76,15324.00,0.00,6575.05
2019,10225,13877.54,15336.00,3067.20,21.46
2019,10226,17701.33,15336.00,3067.20,3538.53
2019,10227,20006.84,15336.00,3067.20,5844.04
2019,10228,20737.85,15336.00,3067.20,6575.05
2019,10229,14628.51,15336.00,0.00,465.71
2019,10230,17701.33,15336.00,0.00,3538.53
2019,10231,20006.84,15336.00,0.00,5844.04
2019,10232,20737.85,15336.00,0.00,6575.05
2019,10233,13886.50,15348.00,3079.20,20.54
2019,10234,17712.41,15348.00,3079.20,3538.53
2019,10235,20017.92,15348.00,3079.20,5844.04
2019,10236,20748.93,15348.00,3079.20,6575.05
2019,10237,14638.67,15348.00,0.00,464.79
2019,10238,17712.41,15348.00,0.00,3538.53
2019,10239,20017.92,15348.00,0.00,5844.04
2019,10240,20748.93,15348.00,0.00,6575.05
2019,10241,13895.46,15360.00,3091.20,19.62
2019,10242,17723.49,15360.00,3091.20,3538.53
2019,10243,20029.00,15360.00,3091.20,5844.04
2019,10244,20760.01,15360.00,3091.20,6575.05
2019,10245,14648.84,15360.00,0.00,463.88
2019,10246,17723.49,15360.00,0.00,3538.53
2019,10247,20029.00,15360.00,0.00,5844.04
2019,10248,20760.01,15360.00,0.00,6575.05
2019,10249,13904.43,15372.00,3103.20,18.71
2019,10250,17734.57,15372.00,3103.20,3538.53
2019,10251,20040.08,15372.00,3103.20,5844.04
2019,10252,20771.09,15372.00,3103.20,6575.05
2019,10253,14659.00,15372.00,0.00,462.96
2019,10254,17734.57,15372.00,0.00,3538.53
2019,10255,20040.08,15372.00,0.00,5844.04
2019,10256,20771.09,15372.00,0.00,6575.05
2019,10257,13913.39,15384.00,3115.20,17.79
2019,10258,17745.65,15384.00,3115.20,3538.53
2019,10259,20051.16,15384.00,3115.20,5844.04
2019,10260,20782.17,15384.00,3115.20,6575.05
2019,10261,14669.16,15384.00,0.00,462.04
2019,10262,17745.65,15384.00,0.00,3538.53
2019,10263,20051.16,15384.00,0.00,5844.04
2019,10264,20782.17,15384.00,0.00,6575.05
2019,10265,13922.36,15396.00,3127.20,16.87
2019,10266,17756.74,15396.00,3127.20,3538.53
2019,10267,20062.25,15396.00,3127.20,5844.04
2019,10268,20793.26,15396.00,3127.20,6575.05
2019,10269,14679.33,15396.00,0.00,461.12
2019,10270,17756.74,15396.00,0.00,3538.53
2019,10271,20062.25,15396.00,0.00,5844.04
2019,10272,20793.26,15396.00,0.00,6575.05
2019,10273,13931.32,15408.00,3139.20,15.95
2019,10274,17767.82,15408.00,3139.20,3538.53
2019,10275,20073.33,15408.00,3139.20,5844.04
2019,10276,20804.34,15408.00,3139.20,6575.05
2019,10277,14689.49,15408.00,0.00,460.20
2019,10278,17767.82,15408.00,0.00,3538.53
2019,10279,20073.33,15408.00,0.00,5844.04
2019,10280,20804.34,15408.00,0.00,6575.05
2019,10281,13940.28,15420.00,3151.20,15.03
2019,10282,17778.90,15420.00,3151.20,3538.53
2019,10283,20084.41,15420.00,3151.20,5844.04
2019,10284,20815.42,15420.00,3151.20,6575.05
2019,10285,14699.66,15420.00,0.00,459.29
2019,10286,17778.90,15420.00,0.00,3538.53
2019,10287,20084.41,15420.00,0.00,5844.04
2019,10288,20815.42,15420.00,0.00,6575.05
2019,10289,13949.25,15432.00,3163.20,14.12
2019,10290,17789.98,15432.00,3163.20,3538.53
2019,10291,20095.49,15432.00,3163.20,5844.04
2019,10292,20826.50,15432.00,3163.20,6575.05
2019,10293,14709.82,15432.00,0.00,458.37
2019,10294,17789.98,15432.00,0.00,3538.53
2019,10295,20095.49,15432.00,0.00,5844.04
2019,10296,20826.50,15432.00,0.00,6575.05
2019,10297,13958.21,15444.00,3175.20,13.20
2019,10298,17801.06,15444.00,3175.20,3538.53
2019,10299,20106.57,15444.00,3175.20,5844.04
2019,10300,20837.58,15444.00,3175.20,6575.05
2019,10301,14719.98,15444.00,0.00,457.45
2019,10302,17801.06,15444.00,0.00,3538.53
2019,10303,20106.57,15444.00,0.00,5844.04
2019,10304,20837.58,15444.00,0.00,6575.05
2019,10305,13967.18,15456.00,3187.20,12.28
2019,10306,17812.15,15456.00,3187.20,3538.53
2019,10307,20117.66,15456.00,3187.20,5844.04
2019,10308,20848.67,15456.00,3187.20,6575.05
2019,10309,14730.15,15456.00,0.00,456.53
2019,10310,17812.15,15456.00,0.00,3538.53
2019,10311,20117.66,15456.00,0.00,5844.04
2019,10312,20848.67,15456.00,0.00,6575.05
2019,10313,13976.14,15468.00,3199.20,11.36
2019,10314,17823.23,15468.00,3199.20,3538.53
2019,10315,20128.74,15468.00,3199.20,5844.04
2019,10316,20859.75,15468.00,3199.20,6575.05
2019,10317,14740.31,15468.00,0.00,455.61
2019,10318,17823.23,15468.00,0.00,3538.53
2019,10319,20128.74,15468.00,0.00,5844.04
2019,10320,20859.75,15468.00,0.00,6575.05
2019,10321,13985.10,15480.00,3211.20,10.44
2019,10322,17834.31,15480.00,3211.20,3538.53
2019,10323,20139.82,15480.00,3211.20,5844.04
2019,10324,20870.83,15480.00,3211.20,6575.05
2019,10325,14750.48,15480.00,0.00,454.70
2019,10326,17834.31,15480.00,0.00,3538.53
2019,10327,20139.82,15480.00,0.00,5844.04
2019,10328,20870.83,15480.00,0.00,6575.05
2019,10329,13994.07,15492.00,3223.20,9.53
2019,10330,17845.39,15492.00,3223.20,3538.53
2019,10331,20150.90,15492.00,3223.20,5844.04
2019,10332,20881.91,15492.00,3223.20,6575.05
2019,10333,14760.64,15492.00,0.00,453.78
2019,10334,17845.39,15492.00,0.00,3538.53
2019,10335,20150.90,15492.00,0.00,5844.04
2019,10336,20881.91,15492.00,0.00,6575.05
2019,10337,14003.03,15504.00,3235.20,8.61
2019,10338,17856.47,15504.00,3235.20,3538.53
2019,10339,20161.98,15504.00,3235.20,5844.04
2019,10340,20892.99,15504.00,3235.20,6575.05
2019,10341,14770.80,15504.00,0.00,452.86
2019,10342,17856.47,15504.00,0.00,3538.53
2019,10343,20161.98,15504.00,0.00,5844.04
2019,10344,20892.99,15504.00,0.00,6575.05
2019,10345,14012.00,15516.00,3247.20,7.69
2019,10346,17867.56,15516.00,3247.20,3538.53
2019,10347,20173.07,15516.00,3247.20,5844.04
2019,10348,20904.08,15516.00,3247.20,6575.05
2019,10349,14780.97,15516.00,0.00,451.94
2019,10350,17867.56,15516.00,0.00,3538.53
2019,10351,20173.07,15516.00,0.00,5844.04
2019,10352,20904.08,15516.00,0.00,6575.05
2019,10353,14020.96,15528.00,3259.20,6.77
2019,10354,17878.64,15528.00,3259.20,3538.53
2019,10355,20184.15,15528.00,3259.20,5844.04
2019,10356,20915.16,15528.00,3259.20,6575.05
2019,10357,14791.13,15528.00,0.00,451.02
2019,10358,17878.64,15528.00,0.00,3538.53
2019,10359,20184.15,15528.00,0.00,5844.04
2019,10360,20915.16,15528.00,0.00,6575.05
2019,10361,14029.92,15540.00,3271.20,5.85
2019,10362,17889.72,15540.00,3271.20,3538.53
2019,10363,20195.23,15540.00,3271.20,5844.04
2019,10364,20926.24,15540.00,3271.20,6575.05
2019,10365,14801.30,15540.00,0.00,450.11
2019,10366,17889.72,15540.00,0.00,3538.53
2019,10367,20195.23,15540.00,0.00,5844.04
2019,10368,20926.24,15540.00,0.00,6575.05
2019,10369,14038.89,15552.00,3283.20,4.94
2019,10370,17900.80,15552.00,3283.20,3538.53
2019,10371,20206.31,15552.00,3283.20,5844.04
2019,10372,20937.32,15552.00,3283.20,6575.05
2019,10373,14811.46,15552.00,0.00,449.19
2019,10374,17900.80,15552.00,0.00,3538.53
2019,10375,20206.31,15552.00,0.00,5844.04
2019,10376,20937.32,15552.00,0.00,6575.05
2019,10377,14047.85,15564.00,3295.20,4.02
2019,10378,17911.88,15564.00,3295.20,3538.53
2019,10379,20217.39,15564.00,3295.20,5844.04
2019,10380,20948.40,15564.00,3295.20,6575.05
2019,10381,14821.62,15564.00,0.00,448.27
2019,10382,17911.88,15564.00,0.00,3538.53
2019,10383,20217.39,15564.00,0.00,5844.04
2019,10384,20948.40,15564.00,0.00,6575.05
2019,10385,14056.82,15576.00,3307.20,3.10
2019,10386,17922.97,15576.00,3307.20,3538.53
2019,10387,20228.48,15576.00,3307.20,5844.04
2019,10388,20959.49,15576.00,3307.20,6575.05
2019,10389,14831.79,15576.00,0.00,447.35
2019,10390,17922.97,15576.00,0.00,3538.53
2019,10391,20228.48,15576.00,0.00,5844.04
2019,10392,20959.49,15576.00,0.00,6575.05
2019,10393,14065.78,15588.00,3319.20,2.18
2019,10394,17934.05,15588.00,3319.20,3538.53
2019,10395,20239.56,15588.00,3319.20,5844.04
2019,10396,20970.57,15588.00,3319.20,6575.05
2019,10397,14841.95,15588.00,0.00,446.43
2019,10398,17934.05,15588.00,0.00,3538.53
2019,10399,20239.56,15588.00,0.00,5844.04
2019,10400,20970.57,15588.00,0.00,6575.05
2019,10401,14074.74,15600.00,3331.20,1.26
2019,10402,17945.13,15600.00,3331.20,3538.53
2019,10403,20250.64,15600.00,3331.20,5844.04
2019,10404,20981.65,15600.00,3331.20,6575.05
2019,10405,14852.12,15600.00,0.00,445.52
2019,10406,17945.13,15600.00,0.00,3538.53
2019,10407,20250.64,15600.00,0.00,5844.04
2019,10408,20981.65,15600.00,0.00,6575.05
2019,10409,14083.71,15612.00,3343.20,0.35
2019,10410,17956.21,15612.00,3343.20,3538.53
2019,10411,20261.72,15612.00,3343.20,5844.04
2019,10412,20992.73,15612.00,3343.20,6575.05
2019,10413,14862.28,15612.00,0.00,444.60
2019,10414,17956.21,15612.00,0.00,3538.53
2019,10415,20261.72,15612.00,0.00,5844.04
2019,10416,20992.73,15612.00,0.00,6575.05
2019,10417,14093.24,15624.00,3355.20,0.00
2019,10418,17967.29,15624.00,3355.20,3538.53
2019,10419,20272.80,15624.00,3355.20,5844.04
2019,10420,21003.81,15624.00,3355.20,6575.05
2019,10421,14872.44,15624.00,0.00,443.68
2019,10422,17967.29,15624.00,0.00,3538.53
2019,10423,20272.80,15624.00,0.00,5844.04
2019,10424,21003.81,15624.00,0.00,6575.05
2019,10425,14103.13,15636.00,3367.20,0.00
2019,10426,17978.38,15636.00,3367.20,3538.53
2019,10427,20283.89,15636.00,3367.20,5844.04
2019,10428,21014.90,15636.00,3367.20,6575.05
2019,10429,14882.61,15636.00,0.00,442.76
2019,10430,17978.38,15636.00,0.00,3538.53
2019,10431,20283.89,15636.00,0.00,5844.04
2019,10432,21014.90,15636.00,0.00,6575.05
2019,10433,14113.01,15648.00,3379.20,0.00
2019,10434,17989.46,15648.00,3379.20,3538.53
2019,10435,20294.97,15648.00,3379.20,5844.04
2019,10436,21025.98,15648.00,3379.20,6575.05
2019,10437,14892.77,15648.00,0.00,441.84
2019,10438,17989.46,15648.00,0.00,3538.53
2019,10439,20294.97,15648.00,0.00,5844.04
2019,10440,21025.98,15648.00,0.00,6575.05
2019,10441,14122.89,15660.00,3391.20,0.00
2019,10442,18000.54,15660.00,3391.20,3538.53
2019,10443,20306.05,15660.00,3391.20,5844.04
2019,10444,21037.06,15660.00,3391.20,6575.05
2019,10445,14902.94,15660.00,0.00,440.93
2019,10446,18000.54,15660.00,0.00,3538.53
2019,10447,20306.05,15660.00,0.00,5844.04
2019,10448,21037.06,15660.00,0.00,6575.05
2019,10449,14132.77,15672.00,3403.20,0.00
2019,10450,18011.62,15672.00,3403.20,3538.53
2019,10451,20317.13,15672.00,3403.20,5844.04
2019,10452,21048.14,15672.00,3403.20,6575.05
2019,10453,14913.10,15672.00,0.00,440.01
2019,10454,18011.62,15672.00,0.00,3538.53
2019,10455,20317.13,15672.00,0.00,5844.04
2019,10456,21048.14,15672.00,0.00,6575.05
2019,10457,14142.65,15684.00,3415.20,0.00
2019,10458,18022.70,15684.00,3415.20,3538.53
2019,10459,20328.21,15684.00,3415.20,5844.04
2019,10460,21059.22,15684.00,3415.20,6575.05
2019,10461,14923.26,15684.00,0.00,439.09
2019,10462,18022.70,15684.00,0.00,3538.53
2019,10463,20328.21,15684.00,0.00,5844.04
2019,10464,21059.22,15684.00,0.00,6575.05
2019,10465,14152.54,15696.00,3427.20,0.00
2019,10466,18033.79,15696.00,3427.20,3538.53
2019,10467,20339.30,15696.00,3427.20,5844.04
2019,10468,21070.31,15696.00,3427.20,6575.05
2019,10469,14933.43,15696.00,0.00,438.17
2019,10470,18033.79,15696.00,0.00,3538.53
2019,10471,20339.30,15696.00,0.00,5844.04
2019,10472,21070.31,15696.00,0.00,6575.05
2019,10473,14162.42,15708.00,3439.20,0.00
2019,10474,18044.87,15708.00,3439.20,3538.53
2019,10475,20350.38,15708.00,3439.20,5844.04
2019,10476,21081.39,15708.00,3439.20,6575.05
2019,10477,14943.59,15708.00,0.00,437.25
2019,10478,18044.87,15708.00,0.00,3538.53
2019,10479,20350.38,15708.00,0.00,5844.04
2019,10480,21081.39,15708.00,0.00,6575.05
2019,10481,14172.30,15720.00,3451.20,0.00
2019,10482,18055.95,15720.00,3451.20,3538.53
2019,10483,20361.46,15720.00,3451.20,5844.04
2019,10484,21092.47,15720.00,3451.20,6575.05
2019,10485,14953.76,15720.00,0.00,436.34
2019,10486,18055.95,15720.00,0.00,3538.53
2019,10487,20361.46,15720.00,0.00,5844.04
2019,10488,21092.47,15720.00,0.00,6575.05
2019,10489,14182.18,15732.00,3463.20,0.00
2019,10490,18067.03,15732.00,3463.20,3538.53
2019,10491,20372.54,15732.00,3463.20,5844.04
2019,10492,21103.55,15732.00,3463.20,6575.05
2019,10493,14963.92,15732.00,0.00,435.42
2019,10494,18067.03,15732.00,0.00,3538.53
2019,10495,20372.54,15732.00,0.00,5844.04
2019,10496,21103.55,15732.00,0.00,6575.05
2019,10497,14192.06,15744.00,3475.20,0.00
2019,10498,18078.11,15744.00,3475.20,3538.53
2019,10499,20383.62,15744.00,3475.20,5844.04
2019,10500,21114.63,15744.00,3475.20,6575.05
2019,10501,14974.08,15744.00,0.00,434.50
2019,10502,18078.11,15744.00,0.00,3538.53
2019,10503,20383.62,15744.00,0.00,5844.04
2019,10504,21114.63,15744.00,0.00,6575.05
2019,10505,14201.95,15756.00,3487.20,0.00
2019,10506,18089.20,15756.00,3487.20,3538.53
2019,10507,20394.71,15756.00,3487.20,5844.04
2019,10508,21125.72,15756.00,3487.20,6575.05
2019,10509,14984.25,15756.00,0.00,433.58
2019,10510,18089.20,15756.00,0.00,3538.53
2019,10511,20394.71,15756.00,0.00,5844.04
2019,10512,21125.72,15756.00,0.00,6575.05
2019,10513,14211.83,15768.00,3499.20,0.00
2019,10514,18100.28,15768.00,3499.20,3538.53
2019,10515,20405.79,15768.00,3499.20,5844.04
2019,10516,21136.80,15768.00,3499.20,6575.05
2019,10517,14994.41,15768.00,0.00,432.66
2019,10518,18100.28,15768.00,0.00,3538.53
2019,10519,20405.79,15768.00,0.00,5844.04
2019,10520,21136.80,15768.00,0.00,6575.05
2019,10521,14221.71,15780.00,3511.20,0.00
2019,10522,18111.36,15780.00,3511.20,3538.53
2019,10523,20416.87,15780.00,3511.20,5844.04
2019,10524,21147.88,15780.00,3511.20,6575.05
2019,10525,15004.58,15780.00,0.00,431.75
2019,10526,18111.36,15780.00,0.00,3538.53
2019,10527,20416.87,15780.00,0.00,5844.04
2019,10528,21147.88,15780.00,0.00,6575.05
2019,10529,14231.59,15792.00,3523.20,0.00
2019,10530,18122.44,15792.00,3523.20,3538.53
2019,10531,20427.95,15792.00,3523.20,5844.04
2019,10532,21158.96,15792.00,3523.20,6575.05
2019,10533,15014.74,15792.00,0.00,430.83
2019,10534,18122.44,15792.00,0.00,3538.53
2019,10535,20427.95,15792.00,0.00,5844.04
2019,10536,21158.96,15792.00,0.00,6575.05
2019,10537,14241.47,15804.00,3535.20,0.00
2019,10538,18133.52,15804.00,3535.20,3538.53
2019,10539,20439.03,15804.00,3535.20,5844.04
2019,10540,21170.04,15804.00,3535.20,6575.05
2019,10541,15024.90,15804.00,0.00,429.91
2019,10542,18133.52,15804.00,0.00,3538.53
2019,10543,20439.03,15804.00,0.00,5844.04
2019,10544,21170.04,15804.00,0.00,6575.05
2019,10545,14251.36,15816.00,3547.20,0.00
2019,10546,18144.61,15816.00,3547.20,3538.53
2019,10547,20450.12,15816.00,3547.20,5844.04
2019,10548,21181.13,15816.00,3547.20,6575.05
2019,10549,15035.07,15816.00,0.00,428.99
2019,10550,18144.61,15816.00,0.00,3538.53
2019,10551,20450.12,15816.00,0.00,5844.04
2019,10552,21181.13,15816.00,0.00,6575.05
2019,10553,14261.24,15828.00,3559.20,0.00
2019,10554,18155.69,15828.00,3559.20,3538.53
2019,10555,20461.20,15828.00,3559.20,5844.04
2019,10556,21192.21,15828.00,3559.20,6575.05
2019,10557,15045.23,15828.00,0.00,428.07
2019,10558,18155.69,15828.00,0.00,3538.53
2019,10559,20461.20,15828.00,0.00,5844.04
2019,10560,21192.21,15828.00,0.00,6575.05
2019,10561,14271.12,15840.00,3571.20,0.00
2019,10562,18166.77,15840.00,3571.20,3538.53
2019,10563,20472.28,15840.00,3571.20,5844.04
2019,10564,21203.29,15840.00,3571.20,6575.05
