size,income,cum_sum,grouping
2,21900,13102,group
2,22096,13284,group
2,22264,13306,group
2,22290,13326,group
2,22469,13356,group
2,22545,13390,group
2,22572,13466,group
2,22673,13534,group
2,22676,13586,group
2,22779,13668,group
2,22800,13712,group
2,22979,13740,group
2,23038,13768,group
2,23071,13788,group
2,23286,13798,group
2,23359,13824,group
2,23490,13870,group
2,23579,13906,group
2,23675,13934,group
2,23786,14022,group
2,23800,14046,group
2,23815,14090,group
2,23885,14290,group
2,23890,14320,group
2,23900,14352,group
2,23990,14378,group
2,24000,14668,group
2,24103,14688,group
2,24201,14748,group
2,24229,14814,group
2,24300,14836,group
2,24303,14878,group
2,24332,14904,group
2,24389,14948,group
2,24436,14980,group
2,24511,15106,group
2,24600,15120,group
2,24700,15138,group
2,24716,15162,group
2,24727,15182,group
2,24820,15328,group
2,24832,15356,group
2,24840,15394,group
2,24850,15420,group
2,24924,15462,group
2,24940,15488,group
2,25000,15572,group
2,25022,15622,group
2,25200,15672,group
2,25253,15718,group
2,25368,15750,group
2,25441,15768,group
2,25533,15818,group
2,25648,15842,group
2,25674,15860,group
2,25737,15902,group
2,25751,15936,group
2,25792,15976,group
2,25800,16050,group
2,25885,16070,group
2,25990,16102,group
2,26000,16168,group
2,26100,16248,group
2,26200,16294,group
2,26237,16306,group
2,26305,16444,group
2,26350,16478,group
2,26431,16504,group
2,26500,16552,group
2,26507,16576,group
2,26516,16606,group
2,26554,16630,group
2,26600,16654,group
2,26630,16676,group
2,26921,16708,group
2,26926,16748,group
2,26937,17002,group
2,27100,17032,group
2,27323,17062,group
2,27335,17110,group
2,27357,17272,group
2,27371,17306,group
2,27509,17322,group
2,27542,17338,group
2,27613,17374,group
2,27800,17412,group
2,27820,17430,group
2,27882,17450,group
2,27923,17476,group
2,27984,17608,group
2,27989,17658,group
2,28000,17712,group
2,28086,17810,group
2,28100,17834,group
2,28130,17870,group
2,28160,17900,group
2,28370,17932,group
2,28392,17950,group
2,28400,17982,group
2,28410,18106,group
2,28420,18134,group
2,28494,18158,group
2,28544,18192,group
2,28557,18214,group
2,28577,18232,group
2,28595,18276,group
2,28596,18376,group
2,28600,18400,group
2,28700,18448,group
2,28712,18496,group
2,28907,18518,group
2,28936,18546,group
2,28992,18594,group
2,29005,18632,group
2,29041,18678,group
2,29061,18728,group
2,29107,18806,group
2,29400,18828,group
2,29414,18856,group
2,29462,18884,group
2,29509,18986,group
2,29550,19082,group
2,29567,19108,group
2,29600,19134,group
2,29613,19154,group
2,29618,19194,group
2,29681,19234,group
2,29820,19278,group
2,29888,19294,group
2,29991,19370,group
2,30000,19422,group
2,30093,19500,group
2,30131,19528,group
2,30200,19548,group
2,30262,19560,group
2,30333,19582,group
2,30400,19606,group
2,30514,19672,group
2,30545,19716,group
2,30639,20006,group
2,30715,20154,group
2,30830,20282,group
2,30843,20322,group
2,30935,20340,group
2,30945,20370,group
2,31000,20384,group
2,31026,20614,group
2,31129,20626,group
2,31166,20684,group
2,31190,20706,group
2,31300,20746,group
2,31336,20784,group
2,31356,20828,group
2,31409,20974,group
2,31439,21000,group
2,31477,21070,group
2,31543,21228,group
2,31566,21254,group
2,31660,21292,group
2,31684,21332,group
2,31770,21352,group
2,31777,21368,group
2,31787,21394,group
2,31800,21420,group
2,31891,21432,group
2,31994,21476,group
2,32000,21548,group
2,32098,21574,group
2,32163,21614,group
2,32171,21636,group
2,32200,21696,group
2,32201,21764,group
2,32273,21810,group
2,32305,21834,group
2,32370,21878,group
2,32375,21894,group
2,32400,21986,group
2,32408,22014,group
2,32512,22064,group
2,32513,22136,group
2,32600,22160,group
2,32619,22188,group
2,32682,22468,group
2,32719,22492,group
2,32784,22530,group
2,32800,22578,group
2,32815,22604,group
2,32829,22636,group
2,32887,22650,group
2,32900,22674,group
2,32926,22700,group
2,32991,22806,group
2,33090,22850,group
2,33094,22870,group
2,33110,22900,group
2,33145,22970,group
2,33237,22992,group
2,33292,23008,group
2,33294,23084,group
2,33300,23112,group
2,33404,23148,group
2,33618,23176,group
2,33651,23194,group
2,33671,23352,group
2,33800,23374,group
2,33818,23402,group
2,33881,23428,group
2,33907,23442,group
2,33986,23474,group
2,34000,23598,group
2,34065,23616,group
2,34100,23628,group
2,34128,23788,group
2,34169,23846,group
2,34197,23928,group
2,34232,23942,group
2,34272,23968,group
2,34335,23980,group
2,34407,24024,group
2,34513,24026,group
2,34542,24036,group
2,34686,24068,group
2,34723,24114,group
2,34724,24136,group
2,34852,24168,group
2,34893,24220,group
2,34900,24244,group
2,34956,24258,group
2,34997,24312,group
2,35000,24406,group
2,35144,24448,group
2,35162,24556,group
2,35204,24592,group
2,35235,24638,group
2,35249,24666,group
2,35354,24680,group
2,35473,24708,group
2,35500,24790,group
2,35515,24884,group
2,35565,24908,group
2,35638,24960,group
2,35722,25046,group
2,35746,25086,group
2,35783,25116,group
2,35990,25128,group
2,36000,25206,group
2,36197,25246,group
2,36240,25288,group
2,36256,25360,group
2,36300,25396,group
2,36301,25412,group
2,36358,25436,group
2,36400,25480,group
2,36507,25502,group
2,36617,25544,group
2,36662,25584,group
2,36767,25704,group
2,36827,25770,group
2,36828,25796,group
2,36933,25850,group
2,36971,25862,group
2,37000,25926,group
2,37068,25976,group
2,37100,25978,group
2,37143,26034,group
2,37220,26064,group
2,37231,26092,group
2,37248,26110,group
2,37275,26344,group
2,37278,26370,group
2,37430,26424,group
2,37482,26466,group
2,37512,26504,group
2,37541,26540,group
2,37575,26556,group
2,37600,26600,group
2,37644,26624,group
2,37748,26642,group
2,37779,26680,group
2,37793,26762,group
2,37880,27018,group
2,37921,27048,group
2,38000,27108,group
2,38037,27132,group
2,38050,27158,group
2,38058,27170,group
2,38095,27200,group
2,38162,27244,group
2,38265,27266,group
2,38299,27298,group
2,38300,27344,group
2,38400,27382,group
2,38430,27402,group
2,38503,27462,group
2,38511,27530,group
2,38523,27566,group
2,38600,27596,group
2,38621,27654,group
2,38721,27704,group
2,38725,27732,group
2,38782,27776,group
2,38810,27874,group
2,38827,27946,group
2,38828,28064,group
2,38912,28094,group
2,38932,28128,group
2,38989,28144,group
2,39035,28172,group
2,39037,28222,group
2,39142,28252,group
2,39216,28270,group
2,39247,28300,group
2,39284,28316,group
2,39299,28378,group
2,39346,28528,group
2,39400,28634,group
2,39500,28656,group
2,39524,28684,group
2,39816,28704,group
2,39831,28790,group
2,39863,28816,group
2,39920,28860,group
2,39933,28886,group
2,40000,29016,group
2,40023,29056,group
2,40126,29086,group
2,40174,29110,group
2,40381,29328,group
2,40405,29356,group
2,40500,29378,group
2,40600,29402,group
2,40648,29428,group
2,40721,29456,group
2,40795,29486,group
2,40852,29540,group
2,40900,29614,group
2,41000,29700,group
2,41036,29720,group
2,41100,29758,group
2,41106,29792,group
2,41200,29818,group
2,41261,29844,group
2,41264,29920,group
2,41300,29944,group
2,41312,29966,group
2,41367,30140,group
2,41373,30184,group
2,41417,30342,group
2,41562,30384,group
2,41669,30418,group
2,41727,30436,group
2,41873,30452,group
2,41878,30496,group
2,41889,30518,group
2,42000,30578,group
2,42088,30758,group
2,42172,30812,group
2,42180,30842,group
2,42195,30872,group
2,42221,30898,group
2,42245,30940,group
2,42348,30970,group
2,42384,31004,group
2,42402,31026,group
2,42452,31056,group
2,42509,31130,group
2,42600,31154,group
2,42712,31186,group
2,42815,31222,group
2,42895,31328,group
2,42997,31356,group
2,43000,31426,group
2,43022,31448,group
2,43145,31474,group
2,43200,31516,group
2,43385,31538,group
2,43405,31560,group
2,43436,31586,group
2,43437,31610,group
2,43487,31636,group
2,43500,31662,group
2,43562,31710,group
2,43600,31746,group
2,43610,31770,group
2,43643,31792,group
2,43663,31822,group
2,43695,31870,group
2,43712,31886,group
2,43850,31928,group
2,43906,31960,group
2,43916,32006,group
2,44000,32108,group
2,44118,32158,group
2,44120,32184,group
2,44193,32310,group
2,44212,32350,group
2,44222,32382,group
2,44263,32408,group
2,44316,32484,group
2,44400,32504,group
2,44403,32536,group
2,44427,32562,group
2,44460,32600,group
2,44470,32752,group
2,44500,32772,group
2,44519,32792,group
2,44523,32972,group
2,44730,33004,group
2,44835,33024,group
2,44900,33042,group
2,44937,33092,group
2,44960,33120,group
2,44987,33152,group
2,45000,33212,group
2,45041,33240,group
2,45100,33278,group
2,45144,33318,group
2,45150,33348,group
2,45194,33362,group
2,45244,33388,group
2,45245,33462,group
2,45300,33488,group
2,45350,33512,group
2,45456,33550,group
2,45558,33636,group
2,45666,33678,group
2,45711,33700,group
2,45771,33726,group
2,45800,33758,group
2,45876,33818,group
2,45918,33846,group
2,45959,33950,group
2,45982,34000,group
2,46163,34026,group
2,46180,34056,group
2,46297,34134,group
2,46332,34160,group
2,46469,34180,group
2,46490,34208,group
2,46500,34278,group
2,46538,34610,group
2,46571,34656,group
2,46594,34812,group
2,46697,34836,group
2,46745,34884,group
2,46823,34906,group
2,46904,34972,group
2,46929,35068,group
2,46980,35084,group
2,47000,35126,group
2,47111,35162,group
2,47159,35178,group
2,47300,35198,group
2,47350,35254,group
2,47388,35270,group
2,47422,35326,group
2,47455,35344,group
2,47500,35370,group
2,47593,35418,group
2,47676,35440,group
2,47779,35506,group
2,47797,35540,group
2,47836,35568,group
2,47850,35606,group
2,47876,35638,group
2,47899,35670,group
2,48000,35774,group
2,48001,35920,group
2,48103,35946,group
2,48147,35972,group
2,48200,35988,group
2,48400,36022,group
2,48402,36080,group
2,48410,36114,group
2,48507,36142,group
2,48607,36186,group
2,48665,36280,group
2,48768,36298,group
2,48803,36320,group
2,48818,36352,group
2,48823,36394,group
2,48900,36414,group
2,48920,36448,group
2,49000,36498,group
2,49023,36644,group
2,49079,36674,group
2,49093,36712,group
2,49124,36742,group
2,49227,36856,group
2,49331,36884,group
2,49362,36902,group
2,49454,36926,group
2,49493,36940,group
2,49500,36968,group
2,49533,37012,group
2,49600,37054,group
2,49641,37148,group
2,49700,37368,group
2,49800,37406,group
2,49875,37438,group
2,49980,37464,group
2,50000,37560,group
2,50011,37578,group
2,50044,37632,group
2,50055,37652,group
2,50085,37674,group
2,50100,37698,group
2,50158,37718,group
2,50200,37746,group
2,50400,37774,group
2,50401,37802,group
2,50452,37824,group
2,50506,37930,group
2,50675,38052,group
2,50735,38096,group
2,50942,38140,group
2,50963,38150,group
2,51000,38242,group
2,51065,38546,group
2,51089,38592,group
2,51150,38650,group
2,51167,38714,group
2,51253,38748,group
2,51348,38768,group
2,51382,38798,group
2,51558,38872,group
2,51576,38910,group
2,51700,38932,group
2,51709,39200,group
2,51771,39448,group
2,51780,39486,group
2,51800,39588,group
2,51874,39632,group
2,51979,39668,group
2,52000,39740,group
2,52020,39754,group
2,52032,39782,group
2,52086,39808,group
2,52123,39912,group
2,52190,39962,group
2,52226,39986,group
2,52288,39998,group
2,52291,40020,group
2,52393,40046,group
2,52400,40062,group
2,52500,40076,group
2,52597,40120,group
2,52599,40164,group
2,52611,40216,group
2,52613,40244,group
2,52653,40270,group
2,52800,40284,group
2,52801,40326,group
2,52806,40418,group
2,52847,40432,group
2,52900,40506,group
2,52910,40532,group
2,52926,40558,group
2,53000,40614,group
2,53013,40690,group
2,53108,40916,group
2,53130,40942,group
2,53137,41030,group
2,53312,41068,group
2,53324,41108,group
2,53347,41136,group
2,53467,41160,group
2,53500,41188,group
2,53516,41216,group
2,53550,41246,group
2,53600,41276,group
2,53663,41348,group
2,53738,41422,group
2,53778,41590,group
2,53779,41640,group
2,53842,41670,group
2,53873,41698,group
2,53881,41728,group
2,53945,41816,group
2,53966,41840,group
2,54000,41856,group
2,54049,41898,group
2,54129,42054,group
2,54140,42080,group
2,54152,42124,group
2,54231,42148,group
2,54333,42170,group
2,54400,42186,group
2,54566,42224,group
2,54709,42260,group
2,54715,42428,group
2,54770,42482,group
2,54812,42564,group
2,54820,42656,group
2,54877,42754,group
2,54925,42780,group
2,54929,42814,group
2,54946,42838,group
2,55000,42864,group
2,55019,42878,group
2,55122,42890,group
2,55150,43020,group
2,55188,43052,group
2,55200,43068,group
2,55291,43072,group
2,55329,43124,group
2,55380,43136,group
2,55395,43162,group
2,55452,43190,group
2,55661,43216,group
2,55662,43230,group
2,55700,43254,group
2,55763,43304,group
2,55912,43454,group
2,55967,43484,group
2,56000,43508,group
2,56053,43526,group
2,56119,43550,group
2,56156,43588,group
2,56172,43898,group
2,56223,43924,group
2,56293,43972,group
2,56300,44060,group
2,56467,44082,group
2,56478,44108,group
2,56500,44130,group
2,56600,44158,group
2,56741,44182,group
2,56819,44444,group
2,56880,44568,group
2,56948,44774,group
2,57000,44882,group
2,57051,44910,group
2,57087,44940,group
2,57100,44960,group
2,57132,45016,group
2,57135,45064,group
2,57193,45152,group
2,57200,45174,group
2,57258,45228,group
2,57293,45272,group
2,57294,45402,group
2,57300,45448,group
2,57362,45462,group
2,57466,45476,group
2,57500,45508,group
2,57501,45570,group
2,57556,45608,group
2,57602,45722,group
2,57700,45766,group
2,57708,45782,group
2,57770,45796,group
2,57776,45852,group
2,57800,45864,group
2,57872,46062,group
2,57977,46106,group
2,57983,46142,group
2,58000,46170,group
2,58018,46196,group
2,58082,46220,group
2,58190,46286,group
2,58214,46320,group
2,58397,46346,group
2,58501,46378,group
2,58521,46400,group
2,58600,46440,group
2,58713,46462,group
2,58742,46476,group
2,58800,46498,group
2,58812,46564,group
2,58924,46634,group
2,58929,46664,group
2,58949,46748,group
2,59000,46796,group
2,59019,46822,group
2,59031,46872,group
2,59052,46894,group
2,59122,46924,group
2,59134,47044,group
2,59200,47110,group
2,59236,47480,group
2,59239,47506,group
2,59345,47534,group
2,59400,47578,group
2,59433,47612,group
2,59503,47640,group
2,59536,47646,group
2,59555,47676,group
2,59569,47700,group
2,59600,47720,group
2,59640,47746,group
2,59766,47772,group
2,59800,47794,group
2,59951,47886,group
2,59976,47978,group
2,60000,48166,group
2,60054,48192,group
2,60104,48240,group
2,60155,48268,group
2,60186,48294,group
2,60257,48322,group
2,60308,48346,group
2,60359,48382,group
2,60418,48432,group
2,60563,48458,group
2,60572,48502,group
2,60665,48540,group
2,60713,48566,group
2,60818,48612,group
2,61000,48674,group
2,61017,48774,group
2,61224,48788,group
2,61278,48926,group
2,61344,48952,group
2,61400,48986,group
2,61431,49040,group
2,61482,49070,group
2,61491,49118,group
2,61504,49136,group
2,61554,49178,group
2,61607,49218,group
2,61638,49276,group
2,61711,49312,group
2,61800,49330,group
2,62000,49352,group
2,62031,49368,group
2,62051,49528,group
2,62080,49608,group
2,62082,49626,group
2,62125,49676,group
2,62291,49702,group
2,62300,49728,group
2,62384,49754,group
2,62396,49798,group
2,62402,49820,group
2,62436,49834,group
2,62504,49866,group
2,62600,49888,group
2,62607,49918,group
2,62708,49944,group
2,62775,49968,group
2,62810,49990,group
2,62930,50014,group
2,63000,50156,group
2,63020,50178,group
2,63085,50316,group
2,63133,50460,group
2,63160,50628,group
2,63238,50656,group
2,63264,50686,group
2,63321,50812,group
2,63326,50836,group
2,63367,50872,group
2,63375,50898,group
2,63437,50924,group
2,63471,50964,group
2,63530,50988,group
2,63595,51034,group
2,63600,51056,group
2,63700,51070,group
2,64100,51074,group
2,64138,51114,group
2,64300,51128,group
2,64342,51146,group
2,64395,51172,group
2,64400,51240,group
2,64546,51256,group
2,64658,51282,group
2,64740,51332,group
2,64771,51348,group
2,64800,51372,group
2,64844,51406,group
2,65000,51468,group
2,65128,51544,group
2,65154,51636,group
2,65231,51706,group
2,65237,51804,group
2,65300,51844,group
2,65342,51882,group
2,65361,51896,group
2,65568,51934,group
2,65772,51966,group
2,65774,51980,group
2,65900,52004,group
2,65976,52030,group
2,65981,52056,group
2,66111,52090,group
2,66188,52198,group
2,66289,52224,group
2,66291,52250,group
2,66386,52290,group
2,66395,52306,group
2,66500,52352,group
2,66600,52378,group
2,66681,52402,group
2,66705,52424,group
2,66722,52470,group
2,66921,52502,group
2,66940,52532,group
2,67100,52574,group
2,67131,52602,group
2,67222,52736,group
2,67236,52750,group
2,67302,52846,group
2,67326,52874,group
2,67333,52902,group
2,67342,52966,group
2,67406,52984,group
2,67552,53070,group
2,67636,53098,group
2,67739,53146,group
2,67843,53184,group
2,67868,53208,group
2,67871,53244,group
2,67973,53294,group
2,68000,53328,group
2,68050,53370,group
2,68121,53396,group
2,68183,53424,group
2,68256,53436,group
2,68337,53572,group
2,68394,53600,group
2,68427,53628,group
2,68468,53658,group
2,68500,53674,group
2,68544,53704,group
2,68670,53758,group
2,68674,53786,group
2,68752,53816,group
2,68773,53828,group
2,68800,53876,group
2,68836,53900,group
2,68855,53904,group
2,68877,53954,group
2,68980,53978,group
2,69040,54010,group
2,69142,54034,group
2,69166,54060,group
2,69291,54224,group
2,69341,54248,group
2,69347,54264,group
2,69394,54292,group
2,69446,54430,group
2,69449,54620,group
2,69476,54650,group
2,69551,54690,group
2,69600,54770,group
2,69755,54802,group
2,69762,54832,group
2,69800,54860,group
2,69891,54890,group
2,70000,55006,group
2,70061,55218,group
2,70182,55232,group
2,70221,55266,group
2,70288,55294,group
2,70325,55378,group
2,70408,55410,group
2,70470,55456,group
2,70498,55622,group
2,70615,55652,group
2,70700,55700,group
2,70709,55728,group
2,70738,55750,group
2,70878,55788,group
2,70981,55816,group
2,71000,55828,group
2,71029,55906,group
2,71083,55972,group
2,71172,55998,group
2,71200,56028,group
2,71220,56064,group
2,71287,56104,group
2,71359,56126,group
2,71444,56142,group
2,71445,56162,group
2,71491,56374,group
2,71500,56412,group
2,71530,56436,group
2,71550,56476,group
2,71700,56496,group
2,71876,56530,group
2,72000,56588,group
3,0,939,group
3,255,1002,group
3,725,1104,group
3,1242,1152,group
3,2145,1176,group
3,2199,1236,group
3,2525,1275,group
3,2641,1323,group
3,3313,1359,group
3,3683,1395,group
3,3935,1455,group
3,4100,1479,group
3,4209,1773,group
3,4800,1911,group
3,5051,1986,group
3,5171,2100,group
3,5300,2247,group
3,5384,2283,group
3,5413,2313,group
3,6161,2364,group
3,6212,2418,group
3,6730,2469,group
3,7155,2508,group
3,7239,2607,group
3,7446,2640,group
3,7471,2736,group
3,7860,2862,group
3,8102,2904,group
3,8681,3111,group
3,8697,3231,group
3,8700,3264,group
3,8791,3327,group
3,8800,3414,group
3,8894,3534,group
3,8944,3588,group
3,9000,3699,group
3,9101,3768,group
3,9192,3822,group
3,9200,3843,group
3,9680,3885,group
3,11376,3921,group
3,11469,3960,group
3,12256,4113,group
3,12307,4140,group
3,12425,4227,group
3,12839,4275,group
3,12942,4311,group
3,13277,4485,group
3,13359,4524,group
3,13444,4542,group
3,13460,4575,group
3,13679,4611,group
3,13992,4632,group
3,14000,4707,group
3,14065,4761,group
3,14298,4929,group
3,15000,5187,group
3,15115,5253,group
3,15152,5349,group
3,15200,5400,group
3,15320,5598,group
3,15513,5784,group
3,15531,5946,group
3,15994,5976,group
3,16000,6093,group
3,16030,6135,group
3,16256,6159,group
3,16567,6213,group
3,16613,6279,group
3,16835,6324,group
3,17100,6531,group
3,17361,6636,group
3,17362,6795,group
3,17700,6825,group
3,17888,6963,group
3,18000,6999,group
3,18016,7098,group
3,18615,7173,group
3,18940,7317,group
3,19255,7353,group
3,19609,7440,group
3,19673,7554,group
3,19800,7617,group
3,19856,7650,group
3,19984,7689,group
3,20097,7776,group
3,20120,7812,group
3,20191,7836,group
3,20202,7857,group
3,20273,7887,group
3,20481,7932,group
3,20501,7977,group
3,20508,8019,group
3,20684,8166,group
3,20708,8433,group
3,20834,8493,group
3,21044,8610,group
3,21433,8682,group
3,21447,8733,group
3,21500,8778,group
3,21615,8862,group
3,21733,8913,group
3,21800,8925,group
3,21847,8946,group
3,22469,9015,group
3,22517,9129,group
3,22779,9141,group
3,22833,9186,group
3,22959,9414,group
3,23149,9588,group
3,23490,9714,group
3,23675,9741,group
3,23815,10023,group
3,24000,10212,group
3,24001,10254,group
3,24229,10275,group
3,24332,10329,group
3,24407,10350,group
3,24420,10371,group
3,24436,10425,group
3,24600,10458,group
3,24850,10734,group
3,25000,10848,group
3,25148,10890,group
3,25253,10965,group
3,25569,10998,group
3,25635,11043,group
3,25839,11103,group
3,25885,11196,group
3,26043,11307,group
3,26145,11343,group
3,26268,11382,group
3,26305,11658,group
3,26817,11691,group
3,26889,11727,group
3,26921,11835,group
3,27000,11880,group
3,27303,12123,group
3,27335,12165,group
3,27357,12201,group
3,27542,12258,group
3,27575,12300,group
3,27592,12345,group
3,27677,12381,group
3,27716,12432,group
3,27956,12480,group
3,28000,12693,group
3,28233,12729,group
3,28300,12762,group
3,28596,12873,group
3,28699,12984,group
3,28936,13008,group
3,28957,13053,group
3,28992,13101,group
3,29311,13272,group
3,29474,13287,group
3,29578,13422,group
3,29618,13647,group
3,30000,13779,group
3,30234,13797,group
3,30435,13887,group
3,30639,14091,group
3,30752,14130,group
3,31000,14160,group
3,31062,14568,group
3,31336,14604,group
3,31660,14688,group
3,31672,14721,group
3,31700,14766,group
3,31865,14814,group
3,32069,14850,group
3,32098,14889,group
3,32198,14928,group
3,32200,14946,group
3,32267,14988,group
3,32273,15108,group
3,32375,15144,group
3,32500,15210,group
3,32600,15240,group
3,32682,15411,group
3,33000,15444,group
3,33100,15507,group
3,33145,15612,group
3,33250,15651,group
3,33576,15687,group
3,33611,15738,group
3,33715,15828,group
3,33805,15903,group
3,33818,15921,group
3,34000,16011,group
3,34025,16053,group
3,34128,16098,group
3,34169,16137,group
3,34214,16347,group
3,34418,16467,group
3,34878,16491,group
3,34893,16518,group
3,35000,16554,group
3,35162,16800,group
3,35722,16872,group
3,35746,17013,group
3,35775,17151,group
3,35825,17199,group
3,35848,17241,group
3,36160,17277,group
3,36197,17319,group
3,36200,17358,group
3,36240,17457,group
3,36343,17487,group
3,36665,17556,group
3,36722,17646,group
3,36799,17679,group
3,36827,17721,group
3,37000,17832,group
3,37171,17856,group
3,37200,17886,group
3,37482,17919,group
3,37500,17994,group
3,37564,18060,group
3,37788,18105,group
3,38000,18219,group
3,38265,18258,group
3,38299,18294,group
3,38401,18354,group
3,38700,18525,group
3,38827,18561,group
3,38932,18594,group
3,39000,18600,group
3,39128,18666,group
3,39299,18687,group
3,39320,18708,group
3,39346,18816,group
3,39400,18852,group
3,39500,18963,group
3,39631,19023,group
3,39774,19059,group
3,39831,19095,group
3,39863,19131,group
3,39879,19194,group
3,39967,19221,group
3,40023,19257,group
3,40100,19332,group
3,40300,19407,group
3,40333,19524,group
3,40381,19584,group
3,40485,19623,group
3,40500,19680,group
3,40800,19725,group
3,40852,19956,group
3,40903,20064,group
3,41000,20157,group
3,41056,20220,group
3,41417,20277,group
3,41669,20310,group
3,41873,20349,group
3,41934,20460,group
3,41988,20478,group
3,42088,20520,group
3,42299,20559,group
3,42384,20727,group
3,42412,20799,group
3,42452,20961,group
3,42505,21003,group
3,42609,21048,group
3,42800,21117,group
3,43204,21156,group
3,43436,21183,group
3,43487,21228,group
3,43814,21264,group
3,43916,21291,group
3,44403,21333,group
3,44523,21405,group
3,44730,21441,group
3,44733,21510,group
3,44835,21534,group
3,44863,21555,group
3,44900,21648,group
3,44937,21690,group
3,45200,21723,group
3,45245,21765,group
3,45382,21807,group
3,45401,21930,group
3,45448,21978,group
3,45600,22002,group
3,45754,22044,group
3,45765,22092,group
3,45771,22131,group
3,45800,22320,group
3,45959,22443,group
3,46076,22503,group
3,46125,22533,group
3,46538,22650,group
3,46594,22869,group
3,46642,22914,group
3,46980,22974,group
3,47184,22992,group
3,47300,23040,group
3,47366,23070,group
3,47986,23136,group
3,48086,23163,group
3,48147,23274,group
3,48659,23298,group
3,49000,23427,group
3,49023,23670,group
3,49200,23727,group
3,49434,23835,group
3,49641,23958,group
3,49700,24048,group
3,49900,24081,group
3,49980,24216,group
3,50000,24402,group
3,50011,24441,group
3,50044,24495,group
3,50055,24555,group
3,50262,24579,group
3,50363,24585,group
3,50735,24657,group
3,50861,24690,group
3,51000,24717,group
3,51089,24825,group
3,51576,24930,group
3,51709,25008,group
3,51771,25089,group
3,51978,25152,group
3,51984,25176,group
3,52000,25371,group
3,52081,25392,group
3,52226,25455,group
3,52496,25500,group
3,52537,25527,group
3,52600,25551,group
3,52611,25755,group
3,53108,25830,group
3,53324,25992,group
3,53347,26034,group
3,53452,26067,group
3,53663,26121,group
3,53738,26238,group
3,53842,26511,group
3,54027,26553,group
3,54399,26622,group
3,54715,26859,group
3,54800,26931,group
3,54812,26967,group
3,54877,27066,group
3,54900,27099,group
3,55346,27144,group
3,55395,27237,group
3,55432,27270,group
3,55639,27309,group
3,55767,27345,group
3,55800,27468,group
3,55865,27492,group
3,55872,27555,group
3,55912,27597,group
3,56000,27630,group
3,56156,27666,group
3,56172,27726,group
3,56200,27789,group
3,56478,27861,group
3,56580,27903,group
3,56609,27951,group
3,56673,27969,group
3,56819,28029,group
3,57051,28107,group
3,57346,28158,group
3,57499,28221,group
3,57556,28245,group
3,57800,28308,group
3,57914,28365,group
3,58190,28395,group
3,58432,28434,group
3,58482,28506,group
3,58503,28545,group
3,58800,28599,group
3,58949,28635,group
3,59000,28695,group
3,59133,28731,group
3,59569,28776,group
3,59600,28827,group
3,59766,29061,group
3,59983,29250,group
3,60000,29331,group
3,60054,29409,group
3,60200,29445,group
3,60257,29499,group
3,60365,29535,group
3,60397,29703,group
3,60500,29811,group
3,60600,29868,group
3,60768,29940,group
3,60830,29979,group
3,61017,30240,group
3,61028,30390,group
3,61133,30429,group
3,61278,30687,group
3,61309,30729,group
3,61431,30792,group
3,61585,30816,group
3,62000,30960,group
3,62051,31047,group
3,62080,31128,group
3,62125,31137,group
3,62400,31191,group
3,62504,31233,group
3,62984,31272,group
3,63085,31422,group
3,63321,31479,group
3,63367,31545,group
3,63396,31605,group
3,63448,31647,group
3,63500,31686,group
3,63659,31899,group
3,63678,31941,group
3,64196,32004,group
3,64342,32058,group
3,64610,32100,group
3,64647,32139,group
3,64816,32181,group
3,64921,32217,group
3,65000,32385,group
3,65231,32436,group
3,65237,32553,group
3,65261,32595,group
3,65800,32745,group
3,65874,32775,group
3,65960,32826,group
3,66188,33060,group
3,66200,33093,group
3,66289,33159,group
3,66385,33297,group
3,66602,33348,group
3,67302,33372,group
3,67429,33435,group
3,67872,33465,group
3,67896,33579,group
3,67946,33630,group
3,68000,34182,group
3,68256,34290,group
3,68337,34380,group
3,68394,34506,group
3,68567,34599,group
3,68648,34638,group
3,68773,34722,group
3,68980,34791,group
3,69025,34827,group
3,69177,34866,group
3,69341,34908,group
3,69580,34932,group
3,69600,34965,group
3,69694,35001,group
3,69704,35022,group
3,69867,35055,group
3,70000,35076,group
3,70274,35127,group
3,70325,35223,group
3,70408,35286,group
3,70498,35352,group
3,70776,35388,group
3,70822,35433,group
3,70926,35655,group
3,71359,35688,group
3,71491,35727,group
3,71858,35787,group
4,0,360,group
4,776,460,group
4,2000,512,group
4,2071,584,group
4,2525,644,group
4,2899,744,group
4,3000,980,group
4,3157,1316,group
4,3309,1364,group
4,3472,1464,group
4,4142,1512,group
4,5171,1560,group
4,5585,1664,group
4,5695,1704,group
4,5800,1760,group
4,7149,1936,group
4,7155,2068,group
4,8207,2112,group
4,8418,2264,group
4,8733,2316,group
4,8839,2352,group
4,8894,2392,group
4,9154,2692,group
4,9294,2860,group
4,9308,3016,group
4,9319,3140,group
4,10000,3264,group
4,10354,3352,group
4,10509,3388,group
4,10519,3428,group
4,10522,3540,group
4,11030,3696,group
4,11479,3744,group
4,12000,3880,group
4,12256,4140,group
4,12425,4232,group
4,12500,4596,group
4,12521,4664,group
4,12664,4844,group
4,13460,4952,group
4,13679,5068,group
4,13889,5168,group
4,13890,5212,group
4,14000,5288,group
4,14298,5356,group
4,14392,5420,group
4,14479,5488,group
4,14693,5576,group
4,14731,5644,group
4,14911,5676,group
4,15320,6044,group
4,15428,6072,group
